date,usd_idr,us10y_yield
2022-02-02,14322.2998046875,1.7660000324249268
2022-02-03,14363.7998046875,1.8270000219345093
2022-02-04,14377.0,1.9299999475479126
2022-02-07,14400.400390625,1.9160000085830688
2022-02-08,14405.599609375,1.9539999961853027
2022-02-09,14379.5,1.9290000200271606
2022-02-10,14334.2001953125,2.0309998989105225
2022-02-11,14328.0,1.9550000429153442
2022-02-14,14344.7001953125,1.996000051498413
2022-02-15,14303.0,2.0450000762939453
2022-02-16,14260.599609375,2.046999931335449
2022-02-17,14274.400390625,1.972000002861023
2022-02-18,14348.0,1.9320000410079956
2022-02-21,14365.900390625,
2022-02-22,14355.0,1.9479999542236328
2022-02-23,14395.0,1.9769999980926514
2022-02-24,14365.0,1.968999981880188
2022-02-25,14452.5,1.9859999418258667
2022-02-28,14334.2001953125,1.8389999866485596
2022-03-01,14360.0,1.7070000171661377
2022-03-02,14425.0,1.8650000095367432
2022-03-03,14387.5,1.843999981880188
2022-03-04,14358.400390625,1.7239999771118164
2022-03-07,14381.7001953125,1.7510000467300415
2022-03-08,14406.400390625,1.871999979019165
2022-03-09,14362.7001953125,1.9479999542236328
2022-03-10,14251.0,2.010999917984009
2022-03-11,14275.0,2.003999948501587
2022-03-14,14325.5,2.140000104904175
2022-03-15,14347.5,2.1600000858306885
2022-03-16,14305.2998046875,2.187999963760376
2022-03-17,14263.5,2.191999912261963
2022-03-18,14326.0,2.1480000019073486
2022-03-21,14342.2998046875,2.315000057220459
2022-03-22,14345.0,2.372999906539917
2022-03-23,14345.5,2.321000099182129
2022-03-24,14389.0,2.3410000801086426
2022-03-25,14337.099609375,2.492000102996826
2022-03-28,14334.0,2.4769999980926514
2022-03-29,14373.0,2.4000000953674316
2022-03-30,14334.0,2.3580000400543213
2022-03-31,14327.5,2.3269999027252197
2022-04-01,14351.0,2.377000093460083
2022-04-04,14361.0,2.4119999408721924
2022-04-05,14322.2998046875,2.555999994277954
2022-04-06,14365.5,2.6089999675750732
2022-04-07,14382.0,2.6519999504089355
2022-04-08,14385.0,2.7130000591278076
2022-04-11,14355.0,2.7799999713897705
2022-04-12,14360.7001953125,2.7249999046325684
2022-04-13,14364.2001953125,2.687000036239624
2022-04-14,14360.2001953125,2.828000068664551
2022-04-15,14383.900390625,
2022-04-18,14337.0,2.861999988555908
2022-04-19,14353.7998046875,2.9130001068115234
2022-04-20,14364.900390625,2.8399999141693115
2022-04-21,14351.0,2.9170000553131104
2022-04-22,14382.0,2.9059998989105225
2022-04-25,14350.0,2.8259999752044678
2022-04-26,14478.0,2.7720000743865967
2022-04-27,14466.0,2.818000078201294
2022-04-28,14447.5,2.86299991607666
2022-04-29,14502.0,2.88700008392334
2022-05-02,14490.0,2.996000051498413
2022-05-03,14522.599609375,2.9600000381469727
2022-05-04,14491.0,2.9170000553131104
2022-05-05,14425.0,3.065999984741211
2022-05-06,14458.7001953125,3.122999906539917
2022-05-09,14490.0,3.0789999961853027
2022-05-10,14552.2001953125,2.993000030517578
2022-05-11,14520.7998046875,2.9210000038146973
2022-05-12,14543.400390625,2.816999912261963
2022-05-13,14632.099609375,2.934999942779541
2022-05-16,14606.0,2.877000093460083
2022-05-17,14645.0,2.9679999351501465
2022-05-18,14630.599609375,2.885999917984009
2022-05-19,14740.0,2.8550000190734863
2022-05-20,14626.7998046875,2.7869999408721924
2022-05-23,14645.0,2.8589999675750732
2022-05-24,14619.2001953125,2.759999990463257
2022-05-25,14635.7998046875,2.749000072479248
2022-05-26,14597.0,2.75600004196167
2022-05-27,14584.2001953125,2.743000030517578
2022-05-30,14570.0,
2022-05-31,14538.400390625,2.8440001010894775
2022-06-01,14543.900390625,2.930999994277954
2022-06-02,14531.5,2.9130001068115234
2022-06-03,14426.7998046875,2.9570000171661377
2022-06-06,14431.0,3.0380001068115234
2022-06-07,14435.2001953125,2.9719998836517334
2022-06-08,14458.7998046875,3.0290000438690186
2022-06-09,14495.2998046875,3.0439999103546143
2022-06-10,14611.7998046875,3.1559998989105225
2022-06-13,14546.0,3.365999937057495
2022-06-14,14795.0,3.4830000400543213
2022-06-15,14740.7998046875,3.3949999809265137
2022-06-16,14681.0,3.306999921798706
2022-06-17,14776.099609375,3.239000082015991
2022-06-20,14816.0,
2022-06-21,14827.7001953125,3.306999921798706
2022-06-22,14831.7001953125,3.1559998989105225
2022-06-23,14843.0,3.068000078201294
2022-06-24,14841.7998046875,3.125
2022-06-27,14841.0,3.194000005722046
2022-06-28,14791.0,3.2060000896453857
2022-06-29,14857.0,3.0929999351501465
2022-06-30,14877.0,2.9719998836517334
2022-07-01,14921.900390625,2.8889999389648438
2022-07-04,14931.0,
2022-07-05,15008.0,2.809000015258789
2022-07-06,15037.0,2.9130001068115234
2022-07-07,15010.0,3.007999897003174
2022-07-08,14964.599609375,3.1010000705718994
2022-07-11,14970.0,2.990999937057495
2022-07-12,14989.099609375,2.9579999446868896
2022-07-13,15010.0,2.9040000438690186
2022-07-14,15030.400390625,2.9600000381469727
2022-07-15,15037.099609375,2.930000066757202
2022-07-18,14986.0,2.9600000381469727
2022-07-19,14977.0,3.0190000534057617
2022-07-20,14960.7998046875,3.0360000133514404
2022-07-21,15022.0,2.9100000858306885
2022-07-22,15004.2001953125,2.7829999923706055
2022-07-25,15011.0,2.819999933242798
2022-07-26,14978.0,2.7869999408721924
2022-07-27,14982.7998046875,2.7339999675750732
2022-07-28,14914.2001953125,2.680999994277954
2022-07-29,14849.099609375,2.6419999599456787
2022-08-01,14826.0,2.6059999465942383
2022-08-02,14838.0,2.740999937057495
2022-08-03,14890.099609375,2.747999906539917
2022-08-04,14900.0,2.6760001182556152
2022-08-05,14884.7001953125,2.8399999141693115
2022-08-08,14886.0,2.765000104904175
2022-08-09,14831.2001953125,2.796999931335449
2022-08-10,14856.7001953125,2.7860000133514404
2022-08-11,14756.900390625,2.888000011444092
2022-08-12,14724.2001953125,2.8489999771118164
2022-08-15,14661.0,2.7909998893737793
2022-08-16,14776.400390625,2.8239998817443848
2022-08-17,14747.099609375,2.8929998874664307
2022-08-18,14764.099609375,2.880000114440918
2022-08-19,14845.7001953125,2.989000082015991
2022-08-22,14831.0,3.0369999408721924
2022-08-23,14933.5,3.053999900817871
2022-08-24,14850.0,3.1059999465942383
2022-08-25,14845.0,3.0260000228881836
2022-08-26,14773.0,3.0350000858306885
2022-08-29,14811.0,3.109999895095825
2022-08-30,14895.0,3.109999895095825
2022-08-31,14850.0,3.132999897003174
2022-09-01,14855.0,3.265000104904175
2022-09-02,14902.099609375,3.193000078201294
2022-09-05,14890.0,
2022-09-06,14882.2998046875,3.3399999141693115
2022-09-07,14904.0,3.265000104904175
2022-09-08,14865.2998046875,3.2920000553131104
2022-09-09,14892.2998046875,3.321000099182129
2022-09-12,14823.0,3.361999988555908
2022-09-13,14858.7001953125,3.421999931335449
2022-09-14,14954.900390625,3.4119999408721924
2022-09-15,14915.0,3.4590001106262207
2022-09-16,14933.599609375,3.447999954223633
2022-09-19,14946.0,3.490000009536743
2022-09-20,14985.7998046875,3.571000099182129
2022-09-21,15008.599609375,3.509999990463257
2022-09-22,15019.0,3.7079999446868896
2022-09-23,15026.599609375,3.697000026702881
2022-09-26,15031.0,3.878000020980835
2022-09-27,15204.0,3.9639999866485596
2022-09-28,15167.2001953125,3.7049999237060547
2022-09-29,15175.2998046875,3.746999979019165
2022-09-30,15175.2001953125,3.803999900817871
2022-10-03,15221.0,3.6510000228881836
2022-10-04,15290.0,3.617000102996826
2022-10-05,15180.0,3.759000062942505
2022-10-06,15206.7001953125,3.8259999752044678
2022-10-07,15215.7998046875,3.882999897003174
2022-10-10,15246.0,3.888000011444092
2022-10-11,15343.0,3.938999891281128
2022-10-12,15338.5,3.9019999504089355
2022-10-13,15318.599609375,3.9519999027252197
2022-10-14,15364.0,4.010000228881836
2022-10-17,15420.0,4.014999866485596
2022-10-18,15441.400390625,3.997999906539917
2022-10-19,15466.2001953125,4.126999855041504
2022-10-20,15620.0,4.22599983215332
2022-10-21,15562.0,4.2129998207092285
2022-10-24,15626.0,4.234000205993652
2022-10-25,15586.5,4.107999801635742
2022-10-26,15549.0,4.014999866485596
2022-10-27,15502.7001953125,3.937000036239624
2022-10-28,15554.2001953125,4.010000228881836
2022-10-31,15549.2001953125,4.077000141143799
2022-11-01,15649.0,4.052000045776367
2022-11-02,15690.0,4.059000015258789
2022-11-03,15696.0,4.124000072479248
2022-11-04,15780.0,4.156000137329102
2022-11-07,15609.5,4.214000225067139
2022-11-08,15675.0,4.125999927520752
2022-11-09,15645.0,4.151000022888184
2022-11-10,15671.5,3.8289999961853027
2022-11-11,15500.0,3.812999963760376
2022-11-14,15473.900390625,3.865000009536743
2022-11-15,15530.099609375,3.7990000247955322
2022-11-16,15557.0,3.691999912261963
2022-11-17,15655.0,3.7750000953674316
2022-11-18,15720.0,3.818000078201294
2022-11-21,15629.400390625,3.825000047683716
2022-11-22,15755.0,3.757999897003174
2022-11-23,15671.0,3.7060000896453857
2022-11-24,15619.599609375,
2022-11-25,15605.0,3.690999984741211
2022-11-28,15675.099609375,3.703000068664551
2022-11-29,15746.0,3.747999906539917
2022-11-30,15726.5,3.703000068664551
2022-12-01,15634.5,3.5290000438690186
2022-12-02,15355.5,3.50600004196167
2022-12-05,15421.0,3.5989999771118164
2022-12-06,15520.2998046875,3.513000011444092
2022-12-07,15623.0,3.4079999923706055
2022-12-08,15596.0,3.490999937057495
2022-12-09,15590.0,3.566999912261963
2022-12-12,15582.0,3.6110000610351562
2022-12-13,15676.2998046875,3.500999927520752
2022-12-14,15554.7001953125,3.503000020980835
