model,observations,mae_variance_pct2,rmse_variance_pct2,qlike
"GARCH(1,1)",520,0.8395657245000127,3.097828305260202,-0.04051658347304517
"GJR-GARCH(1,1)",520,0.8407667749265318,3.1072073646789433,-0.03751131974310482
"EGARCH(1,1)",520,0.7240491825434998,3.037956023454043,-0.0075982402653576855
