date,realized_variance,variance_EWMA(lambda=0.94),"variance_GARCH(1,1)","variance_EGARCH(1,1)","variance_GJR-GARCH(1,1)"
2025-10-15,0.052336251977998655,0.11815352099083816,0.15001501666452466,0.13872247528848,0.15091554958451547
2025-10-16,0.004322067224638396,0.11420448485006779,0.14597125784026574,0.13852035985174418,0.14600491943843277
2025-10-17,0.0062510498565489575,0.10761153979254202,0.12689489477405733,0.1158019608249496,0.12689825965016804
2025-10-20,0.0006125719800700233,0.10152991039638243,0.11747613805823742,0.10102747986114981,0.11748655130404177
2025-10-21,0.02101922668075574,0.09547487009140368,0.10891294572023857,0.08028916422047128,0.10889268645704457
2025-10-22,0.11791328364246177,0.0910075314867648,0.11455532004626758,0.08276848582739878,0.11471080576617237
2025-10-23,0.00019215523587011576,0.09262187661610662,0.15280530787757488,0.112780582182886,0.1517829186298065
2025-10-24,0.000284437903655392,0.08707609333329241,0.12833858853707097,0.08999006376733144,0.12773468570884078
2025-10-27,0.000580929674377193,0.08186859400751419,0.11511751046979696,0.07380273647558269,0.11474738236533233
2025-10-28,7.20521453878943,0.07699133414752596,0.10762532177324317,0.06033561190680214,0.10739885219707727
2025-10-29,6.086047461107102,0.5046847264260406,3.132608240770614,9.426539514127281,3.216679325366866
2025-10-30,1.775812839864889e-06,0.8395664905069045,4.25531459058771,7.361384199771723,4.231584908054339
2025-10-31,6.3457967656854635,0.7891926076252606,2.35674311800453,4.033980508656823,2.342735191374708
2025-11-03,8.578012094340476,1.1225888571088731,3.9947622011754755,4.241509561575531,4.060663255092734
2025-11-04,0.004293535294581536,1.5699142513427695,5.756572546423631,4.726299819542001,5.694199714878079
2025-11-05,0.15715272773802513,1.4759770083798782,3.173393691919406,2.7138651585473714,3.1380134444725147
2025-11-06,0.0518512208455,1.396847551541367,1.8302669903338946,1.7992198178196732,1.8087372634109047
2025-11-07,0.022639211471257994,1.3161477716996148,1.063378016207341,1.2031726560466915,1.0517398850934525
2025-11-10,0.06076026872781133,1.2385372580859133,0.6306070801896363,0.8110587634766596,0.6238686610936257
2025-11-11,0.049255468144542465,1.167870638724427,0.4155845010021522,0.6097011965721708,0.4123918481974665
2025-11-12,0.0008618292479497314,1.1007537284896338,0.28902837560876443,0.4648458139475597,0.28679956878663526
2025-11-13,0.04163368422747092,1.0347602145351327,0.20216193923200496,0.3232581272611206,0.20088196624547397
2025-11-14,0.003575359432254248,0.9751726227166729,0.1701040230050848,0.26828003209712437,0.16904255864323622
2025-11-17,0.05595007374673886,0.9168767869196077,0.13963086042614203,0.20552887460746955,0.13902635853121045
2025-11-18,0.12637704371937092,0.8652211841292355,0.14675829956596184,0.19581977967987194,0.14697152959309986
2025-11-19,0.004480884715533619,0.8208905357046435,0.17369586710987706,0.20817791402151942,0.17260871813859627
2025-11-20,0.06022278657130685,0.7719059566452969,0.14203479881651665,0.1655114519889853,0.14142380034335122
2025-11-21,0.07029592966743839,0.7292049664408575,0.14993740296377292,0.16712118125482328,0.15019407914599986
2025-11-24,0.3040362962833592,0.6896704242344524,0.15302374292567983,0.16721292373952004,0.15253123963609783
2025-11-25,0.0012998447212714099,0.6665323765573867,0.26068161159369635,0.2411447041063613,0.26378060776154216
2025-11-26,0.004776702805384037,0.6266184246472198,0.18687442347680483,0.1790233308015797,0.18849559187118398
2025-11-27,0.01279014948704491,0.5893079213367096,0.1493401088317047,0.14538219255539356,0.15019899702304276
